Sequence ID,Dayhoff statistic of serine,Percentage of serine,Secondary turn fraction,Instability Index,Proteasomal cleavages (MHC ligands),Molecular Weight,Count of linear B-cell epitopes,Dayhoff statistic of proline,Percentage of proline,N-linked glycosylation sites,Probability of Expression Inclusion Bodies,Dayhoff statistic of lysine,Secretory pathway signal peptide (SP),Mitochondrial targeting peptide (mTP),Percentage of lysine,Molar Extinction Coefficient A280,Arginine and lysine propeptide cleavage sites,Dayhoff statistic of asparagine,Dayhoff statistic of histidine,Binding Regions in Disordered Proteins,Percentage of histidine,Percentage of secondary helix,Dayhoff statistic of methionine,Percentage of asparagine,Percentage of methionine,Percentage of non polar mole,Percentage of small mole,Percentage of polar mole,Average hydrogen sparing,Average sulphur sparing,Dayhoff statistic of arginine,Percentage of arginine,Average oxygen sparing,Average nitrogen sparing,Percentage of isoleucine,Dayhoff statistic of isoleucine,Secondary sheet fraction,Dayhoff statistic of alanine,Percentage of alanine,Secondary helix fraction,Percentage of aliphatic mole,C-mannosylation sites,Dayhoff statistic of valine,Percentage of valine,Grand average of hydropathy (GRAVY),Class I Immunogenicity score,Percentage of glycine,Dayhoff statistic of glycine,SS,SN,PS,PL,LS,SQ,NS,SP,SR,QP,KV,LN,ST,GK,HS,DS,KA,PP,PR,GA,RS,II,RR,NN,EK,ME,QS,SD,MK,DK,IV,SV,PV,LP,VP,KK,SL,SE,AM,AI,KL,PG,IA,AK,KT,RL,PI,HL,RF,LG,GD,EN,AV,RP,YM,NP,TF,HN,TR,NH,VI,YH,FP,DF,SA,VK,AS,IP,AD,NL,YI,CC,NR,LR,KN,FS,TS,PE,IE,MA,FH,CK,DG,VT,PQ,DH,IK,MQ,IG,IS,PH,KD,WC,GI,GV,FI,EP,IH,RH,CV,QA,HY,IF,DM,IY,CP,GH,WR,WS,HF,PY,VV,HW,KG,KF,NE,YP,KC,HQ,MG
gi|353231063|emb|CCD77481.1|,1.385,9.6927,0.279,35.0869976359,127,47624.68,187,0.636,3.3097,4,0.911,1.218,0.054,0.155,8.0378,60850,2,1.649,1.891,3,3.7825,28,0.834,7.0922,1.4184,45.8629,51.0638,54.1371,9.7092,0.0378,1.013,4.9645,2.5225,1.4444,4.2553,0.946,0.1891,0.467,4.0189,0.2695,19.1489,0,1.110,7.3286,-0.718203309693,-4.8404,7.8014,0.929,0.0118,0.0095,0.0,0.0047,0.0095,0.0047,0.0095,0.0047,0.0071,0.0024,0.0047,0.0047,0.0047,0.0165,0.0071,0.0047,0.0071,0.0047,0.0,0.0,0.0024,0.0,0.0047,0.0071,0.0024,0.0024,0.0047,0.0071,0.0024,0.0047,0.0024,0.0095,0.0,0.0,0.0,0.0142,0.0024,0.0071,0.0,0.0047,0.0047,0.0071,0.0024,0.0024,0.0047,0.0047,0.0024,0.0071,0.0,0.0047,0.0,0.0095,0.0,0.0047,0.0,0.0024,0.0024,0.0047,0.0047,0.0,0.0047,0.0024,0.0,0.0024,0.0,0.0071,0.0,0.0,0.0024,0.0047,0.0,0.0024,0.0024,0.0024,0.0047,0.0024,0.0024,0.0,0.0024,0.0024,0.0,0.0047,0.0071,0.0,0.0,0.0024,0.0047,0.0024,0.0047,0.0095,0.0,0.0071,0.0,0.0071,0.0047,0.0,0.0024,0.0024,0.0024,0.0024,0.0,0.0024,0.0,0.0024,0.0,0.0,0.0047,0.0,0.0071,0.0,0.0,0.0095,0.0024,0.0047,0.0024,0.0047,0.0,0.0024,0.0,0.0
gi|685965504|gb|KGB40106.1|,1.283,8.9776,0.2818,32.5558603491,124,45520.24,100,0.911,4.7382,2,0.857,0.756,0.066,0.811,4.9875,59360,0,2.320,1.372,0,2.7431,16,1.027,9.9751,1.7456,49.8753,51.1222,50.1247,9.9501,0.0324,0.865,4.2394,2.5087,1.3865,9.9751,2.217,0.1771,0.377,3.2419,0.3416,25.4364,0,0.907,5.985,-0.259351620948,0.1488,4.4888,0.534,0.0025,0.005,0.005,0.0025,0.015,0.0025,0.0125,0.0025,0.0025,0.005,0.0025,0.0075,0.0075,0.0025,0.0025,0.0,0.0025,0.0,0.0025,0.0,0.0025,0.0025,0.005,0.015,0.0,0.0,0.0025,0.01,0.0,0.005,0.005,0.005,0.0025,0.01,0.005,0.0,0.005,0.0,0.0025,0.0,0.0075,0.0,0.005,0.0,0.005,0.005,0.0075,0.0075,0.0025,0.0025,0.0,0.005,0.0,0.0,0.0,0.0,0.0025,0.0075,0.0025,0.0025,0.0025,0.005,0.0025,0.0,0.0025,0.005,0.0025,0.0075,0.0075,0.005,0.005,0.0,0.0025,0.0025,0.0025,0.0025,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.01,0.0,0.005,0.01,0.0,0.0,0.0,0.0075,0.005,0.005,0.0,0.0025,0.0025,0.005,0.0,0.0,0.005,0.0025,0.005,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0075,0.0,0.0075,0.0025,0.0,0.0,0.0
gi|226470060|emb|CAX70311.1|,1.387,9.7087,0.2718,39.9553398058,33,12038.38,21,1.307,6.7961,0,0.874,0.736,0.047,0.339,4.8544,16960,0,1.806,1.456,0,2.9126,32,2.284,7.767,3.8835,50.4854,46.6019,49.5146,9.9709,0.0874,1.387,6.7961,2.4951,1.4466,5.8252,1.294,0.2233,0.339,2.9126,0.2913,19.4175,0,0.588,3.8835,-0.505825242718,-0.5467,2.9126,0.347,0.0097,0.0,0.0,0.0,0.0097,0.0194,0.0097,0.0,0.0097,0.0,0.0,0.0097,0.0,0.0097,0.0,0.0,0.0,0.0194,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0194,0.0,0.0,0.0,0.0097,0.0097,0.0,0.0097,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0097,0.0194,0.0097,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0097,0.0097,0.0,0.0,0.0,0.0291,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097,0.0
gi|685965851|gb|KGB40366.1|,1.356,9.4937,0.2489,51.2394725738,140,54370.31,179,0.811,4.2194,2,0.635,0.831,0.944,0.025,5.4852,48820,0,1.178,1.266,0,2.5316,33,1.365,5.0633,2.3207,48.7342,45.9916,51.2658,9.8376,0.0527,1.378,6.7511,2.5485,1.3987,6.3291,1.406,0.2363,0.466,4.0084,0.2911,18.9873,0,0.448,2.9536,-0.529324894515,-0.972,6.1181,0.728,0.0169,0.0042,0.0063,0.0063,0.0105,0.0042,0.0,0.0021,0.0063,0.0021,0.0021,0.0,0.0063,0.0063,0.0021,0.0105,0.0021,0.0,0.0021,0.0021,0.0021,0.0084,0.0063,0.0042,0.0063,0.0,0.0063,0.0042,0.0021,0.0042,0.0021,0.0042,0.0,0.0021,0.0021,0.0021,0.0148,0.0042,0.0,0.0,0.0042,0.0021,0.0021,0.0021,0.0021,0.0063,0.0021,0.0042,0.0021,0.0063,0.0042,0.0042,0.0,0.0,0.0021,0.0063,0.0021,0.0,0.0063,0.0,0.0,0.0,0.0,0.0063,0.0,0.0021,0.0042,0.0021,0.0021,0.0084,0.0,0.0,0.0021,0.0084,0.0042,0.0063,0.0042,0.0042,0.0,0.0,0.0021,0.0,0.0021,0.0021,0.0,0.0,0.0021,0.0,0.0063,0.0084,0.0021,0.0042,0.0,0.0021,0.0,0.0021,0.0042,0.0021,0.0063,0.0,0.0,0.0021,0.0021,0.0,0.0021,0.0063,0.0,0.0,0.0,0.0042,0.0021,0.0021,0.0,0.0021,0.0,0.0105,0.0042,0.0021,0.0021,0.0021
gi|685958764|gb|KGB34669.1|,0.870,6.0924,0.2206,36.0577941176,151,55224.93,150,0.889,4.6218,2,0.559,1.019,0.112,0.083,6.7227,60850,0,1.563,1.261,2,2.521,40,1.236,6.7227,2.1008,49.1597,44.5378,50.8403,10.1303,0.0315,1.286,6.3025,2.5336,1.4076,7.1429,1.587,0.25,0.464,3.9916,0.3277,22.8992,0,0.573,3.7815,-0.464705882353,2.4623,4.6218,0.550,0.0063,0.0105,0.0021,0.0021,0.0168,0.0,0.0021,0.0042,0.0021,0.0021,0.0021,0.0042,0.0042,0.0021,0.0042,0.0021,0.0,0.0042,0.0,0.0021,0.0,0.0084,0.0063,0.0042,0.0,0.0,0.0,0.0042,0.0021,0.0105,0.0,0.0021,0.0063,0.0021,0.0,0.0042,0.0,0.0063,0.0,0.0042,0.0105,0.0,0.0042,0.0021,0.0021,0.0063,0.0021,0.0063,0.0063,0.0105,0.0021,0.0126,0.0021,0.0042,0.0,0.0042,0.0,0.0,0.0,0.0042,0.0,0.0,0.0042,0.0021,0.0042,0.0,0.0021,0.0042,0.0021,0.0063,0.0021,0.0,0.0042,0.0147,0.0021,0.0042,0.0042,0.0063,0.0,0.0021,0.0021,0.0,0.0021,0.0063,0.0021,0.0021,0.0042,0.0021,0.0,0.0042,0.0021,0.0021,0.0021,0.0063,0.0021,0.0063,0.0021,0.0,0.0042,0.0,0.0021,0.0,0.0021,0.0021,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0042,0.0063,0.0021,0.0,0.0,0.0021
gi|76157110|gb|AAX28140.2|,2.809,19.6629,0.4101,49.2421348315,42,19240.14,127,0.972,5.0562,2,0.960,0.511,0.029,0.734,3.3708,11460,0,2.744,2.528,2,5.0562,8,0.991,11.7978,1.6854,37.0787,66.2921,62.9213,9.0674,0.0674,1.032,5.0562,2.5843,1.427,5.0562,1.124,0.1348,0.457,3.9326,0.1685,12.9213,0,0.511,3.3708,-0.785393258427,-3.9525,4.4944,0.535,0.0618,0.0225,0.0169,0.0,0.0056,0.0056,0.0281,0.0,0.0056,0.0056,0.0,0.0,0.0169,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0056,0.0,0.0,0.0056,0.0,0.0056,0.0,0.0056,0.0056,0.0112,0.0056,0.0,0.0,0.0056,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0056,0.0056,0.0,0.0056,0.0112,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0056,0.0,0.0,0.0
gi|685955678|gb|KGB31953.1|,1.160,8.1197,0.2906,43.6388888889,69,26023.54,72,0.822,4.2735,2,0.918,0.777,0.028,0.710,5.1282,44920,0,1.789,2.137,0,4.2735,32,0.754,7.6923,1.2821,54.2735,49.5726,45.7265,9.7051,0.0214,0.959,4.7009,2.4359,1.4145,8.1197,1.804,0.2308,0.894,7.6923,0.312,21.7949,0,0.583,3.8462,-0.319658119658,1.5094,8.9744,1.068,0.0085,0.0043,0.0,0.0171,0.0085,0.0043,0.0,0.0,0.0085,0.0,0.0,0.0043,0.0,0.0,0.0085,0.0,0.0043,0.0043,0.0,0.0,0.0043,0.0085,0.0043,0.0043,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0085,0.0043,0.0,0.0085,0.0,0.0,0.0171,0.0043,0.0,0.0128,0.0043,0.0,0.0043,0.0,0.0,0.0128,0.0128,0.0,0.0043,0.0,0.0043,0.0,0.0043,0.0,0.0085,0.0,0.0043,0.0,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0128,0.0043,0.0,0.0043,0.0,0.0,0.0043,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0043,0.0043,0.0085,0.0,0.0,0.0,0.0043,0.0043,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0043,0.0,0.0043,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gi|60692331|gb|AAX30622.1|,1.504,10.5263,0.3026,65.7671052632,21,8322.89,37,0.506,2.6316,1,0.935,0.199,0.114,0.040,1.3158,13980,0,0.918,1.974,1,3.9474,15,1.548,3.9474,2.6316,50.0,57.8947,50.0,9.1579,0.0658,1.611,7.8947,2.4737,1.4474,2.6316,0.585,0.1711,0.612,5.2632,0.2237,13.1579,0,0.797,5.2632,-0.539473684211,0.2437,13.1579,1.566,0.0,0.0,0.0,0.0132,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0263,0.0,0.0132,0.0,0.0,0.0,0.0,0.0132,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0132,0.0,0.0132
gi|226489404|emb|CAX75846.1|,1.264,8.8448,0.2726,33.7857400722,188,63020.05,203,1.215,6.3177,3,0.765,1.067,0.134,0.040,7.0397,70820,0,1.259,1.444,0,2.8881,31,0.637,5.4152,1.083,50.1805,48.7365,49.8195,9.9188,0.0253,1.105,5.4152,2.5162,1.3809,5.5957,1.243,0.2112,0.315,2.7076,0.3195,22.2022,0,0.903,5.9567,-0.491696750903,-0.5997,6.6787,0.795,0.009,0.0108,0.0072,0.0054,0.0108,0.0018,0.0036,0.0036,0.0036,0.0018,0.0018,0.0126,0.0018,0.0018,0.0036,0.0018,0.0018,0.0036,0.0036,0.0054,0.0054,0.0054,0.0018,0.0,0.0072,0.0,0.0,0.0054,0.0,0.0018,0.0,0.0054,0.0036,0.0054,0.0036,0.0018,0.0072,0.0054,0.0018,0.0,0.0072,0.0018,0.0,0.0054,0.0,0.0072,0.0018,0.0036,0.0018,0.0054,0.0018,0.0018,0.0036,0.0018,0.0,0.0036,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0018,0.0,0.0036,0.0018,0.009,0.0018,0.0072,0.0036,0.0018,0.0054,0.009,0.0036,0.0036,0.0036,0.0036,0.0018,0.0,0.0054,0.0018,0.0018,0.0,0.0018,0.0,0.0072,0.0,0.0018,0.0054,0.0036,0.0018,0.0,0.0054,0.0018,0.0018,0.0018,0.0018,0.0018,0.0,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0,0.0,0.0036,0.0036,0.009,0.0,0.0054,0.0018,0.0036,0.0,0.0018,0.0,0.0054
gi|685962610|gb|KGB38007.1|,1.351,9.4595,0.2635,41.4263851351,89,32882.61,60,0.650,3.3784,2,0.830,0.768,0.379,0.087,5.0676,49390,0,1.257,1.689,0,3.3784,22,1.192,5.4054,2.027,56.0811,53.0405,43.9189,9.6486,0.0743,0.827,4.0541,2.4392,1.3446,5.7432,1.276,0.2095,0.550,4.7297,0.3243,22.973,1,1.075,7.0946,-0.0486486486486,-0.7136,8.1081,0.965,0.0135,0.0034,0.0034,0.0034,0.0068,0.0034,0.0,0.0,0.0034,0.0,0.0068,0.0034,0.0,0.0068,0.0034,0.0068,0.0,0.0,0.0,0.0068,0.0,0.0034,0.0,0.0068,0.0,0.0,0.0034,0.0101,0.0034,0.0,0.0068,0.0101,0.0034,0.0,0.0068,0.0,0.0135,0.0101,0.0,0.0068,0.0068,0.0034,0.0068,0.0,0.0,0.0034,0.0034,0.0034,0.0,0.0101,0.0034,0.0,0.0,0.0,0.0,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0068,0.0034,0.0,0.0034,0.0068,0.0,0.0,0.0,0.0101,0.0,0.0068,0.0,0.0,0.0,0.0068,0.0,0.0034,0.0,0.0068,0.0,0.0,0.0068,0.0,0.0068,0.0,0.0,0.0068,0.0034,0.0135,0.0068,0.0,0.0034,0.0,0.0068,0.0068,0.0,0.0,0.0,0.0034,0.0,0.0034,0.0,0.0,0.0068,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0
gi|226479904|emb|CAX73248.1|,1.194,8.3573,0.2277,40.1712391931,120,39343.01,73,0.720,3.7464,2,0.677,1.004,0.090,0.093,6.6282,25900,0,1.206,1.009,0,2.0173,38,1.356,5.1873,2.3055,51.2968,45.245,48.7032,10.0893,0.0403,0.882,4.3228,2.5014,1.3401,5.4755,1.217,0.2651,0.402,3.4582,0.3458,25.9366,0,0.742,4.8991,-0.159654178674,-2.7709,5.4755,0.652,0.0086,0.0058,0.0058,0.0029,0.0115,0.0029,0.0058,0.0,0.0115,0.0029,0.0029,0.0086,0.0,0.0058,0.0,0.0086,0.0,0.0,0.0,0.0029,0.0029,0.0058,0.0058,0.0,0.0058,0.0,0.0,0.0058,0.0,0.0058,0.0,0.0086,0.0029,0.0086,0.0029,0.0058,0.0058,0.0115,0.0,0.0,0.0173,0.0,0.0029,0.0,0.0029,0.0058,0.0029,0.0,0.0,0.0144,0.0,0.0086,0.0,0.0,0.0,0.0,0.0029,0.0,0.0029,0.0029,0.0,0.0029,0.0058,0.0029,0.0,0.0029,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0115,0.0058,0.0058,0.0029,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0029,0.0086,0.0029,0.0058,0.0,0.0058,0.0029,0.0058,0.0,0.0,0.0,0.0,0.0058,0.0,0.0029,0.0,0.0029,0.0,0.0029,0.0,0.0,0.0058,0.0029,0.0086,0.0029,0.0029,0.0029,0.0058,0.0029,0.0,0.0,0.0029
gi|226468352|emb|CAX69853.1|,1.511,10.5769,0.2019,46.0347115385,80,24153.45,49,0.647,3.3654,1,0.773,1.020,0.014,0.863,6.7308,18910,1,0.783,2.885,0,5.7692,38,0.848,3.3654,1.4423,47.5962,46.1538,52.4038,10.0337,0.024,1.472,7.2115,2.4856,1.4567,6.7308,1.496,0.1923,0.727,6.25,0.3269,20.1923,0,0.947,6.25,-0.389423076923,0.0259,2.8846,0.343,0.0096,0.0048,0.0,0.0048,0.0096,0.0,0.0096,0.0,0.0048,0.0,0.0048,0.0,0.0096,0.0,0.0096,0.0144,0.0048,0.0,0.0,0.0048,0.0096,0.0048,0.0144,0.0,0.0048,0.0,0.0,0.0048,0.0,0.0,0.0,0.0096,0.0096,0.0,0.0,0.0,0.0096,0.0048,0.0,0.0,0.0,0.0,0.0048,0.0048,0.0,0.0096,0.0048,0.0,0.0,0.0048,0.0,0.0,0.0048,0.0,0.0,0.0048,0.0096,0.0048,0.0,0.0,0.0048,0.0096,0.0,0.0,0.0144,0.0144,0.0,0.0,0.0,0.0048,0.0,0.0,0.0096,0.0048,0.0048,0.024,0.0,0.0,0.0048,0.0,0.0096,0.0,0.0096,0.0096,0.0,0.0048,0.0048,0.0,0.0048,0.0048,0.0,0.0096,0.0,0.0,0.0,0.0096,0.0,0.0048,0.0,0.0048,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0048,0.0048,0.0,0.0,0.0048,0.0
gi|685964753|gb|KGB39607.1|,0.971,6.7941,0.2282,48.4582908705,326,106800.12,315,1.102,5.7325,2,0.675,0.820,0.089,0.095,5.414,108180,0,1.012,2.123,3,4.2463,35,1.624,4.3524,2.7601,52.9724,46.7091,47.0276,9.8854,0.0467,1.170,5.7325,2.4682,1.4098,6.4756,1.439,0.2516,0.778,6.6879,0.2994,21.3376,0,0.901,5.9448,-0.363588110403,1.3558,5.9448,0.708,0.0085,0.0011,0.0042,0.0053,0.0064,0.0,0.0032,0.0042,0.0011,0.0053,0.0021,0.0042,0.0011,0.0064,0.0011,0.0064,0.0042,0.0032,0.0021,0.0011,0.0074,0.0064,0.0053,0.0021,0.0021,0.0011,0.0011,0.0032,0.0011,0.0053,0.0053,0.0011,0.0021,0.0064,0.0021,0.0064,0.0085,0.0074,0.0021,0.0042,0.0042,0.0053,0.0042,0.0042,0.0042,0.0085,0.0,0.0096,0.0032,0.0074,0.0064,0.0053,0.0064,0.0,0.0011,0.0032,0.0032,0.0042,0.0011,0.0042,0.0053,0.0011,0.0011,0.0011,0.0032,0.0021,0.0021,0.0032,0.0021,0.0011,0.0011,0.0,0.0032,0.0042,0.0032,0.0032,0.0011,0.0064,0.0042,0.0011,0.0021,0.0011,0.0011,0.0042,0.0011,0.0011,0.0,0.0011,0.0053,0.0042,0.0021,0.0032,0.0,0.0064,0.0042,0.0021,0.0042,0.0032,0.0032,0.0021,0.0032,0.0011,0.0021,0.0011,0.0011,0.0011,0.0042,0.0011,0.0021,0.0011,0.0021,0.0032,0.0,0.0011,0.0011,0.0011,0.0021,0.0011,0.0011,0.0032
gi|685960661|gb|KGB36348.1|,2.053,14.3713,0.2635,66.6077844311,52,18707.78,54,0.576,2.994,1,0.866,0.454,0.248,0.078,2.994,44460,0,1.114,0.599,0,1.1976,35,2.818,4.7904,4.7904,55.0898,53.8922,44.9102,9.7784,0.0719,1.344,6.5868,2.4491,1.3593,6.5868,1.464,0.2575,0.975,8.3832,0.3234,22.7545,0,0.907,5.988,0.062874251497,-0.6676,4.1916,0.499,0.024,0.018,0.012,0.006,0.012,0.006,0.0,0.012,0.024,0.0,0.006,0.006,0.006,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.024,0.0,0.0,0.006,0.0,0.0,0.018,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.006,0.0,0.012,0.0,0.006,0.006,0.006,0.0,0.0,0.006,0.0,0.006,0.012,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.006,0.0,0.0,0.0,0.006,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.012,0.006,0.0,0.0,0.006,0.0,0.0,0.0,0.0
gi|226482518|emb|CAX73858.1|,1.319,9.2308,0.2462,62.5628076923,95,30342.98,81,0.962,5.0,1,0.883,1.515,0.018,0.654,10.0,49390,0,1.163,0.769,1,1.5385,44,1.810,5.0,3.0769,50.0,38.4615,50.0,10.2962,0.0385,1.177,5.7692,2.4923,1.4192,7.3077,1.624,0.2615,0.447,3.8462,0.3192,21.5385,0,0.466,3.0769,-0.580769230769,-2.9173,5.3846,0.641,0.0115,0.0077,0.0077,0.0115,0.0038,0.0038,0.0,0.0,0.0154,0.0,0.0,0.0038,0.0038,0.0,0.0,0.0115,0.0077,0.0038,0.0,0.0,0.0038,0.0154,0.0,0.0,0.0115,0.0038,0.0077,0.0077,0.0077,0.0,0.0038,0.0,0.0038,0.0077,0.0,0.0154,0.0115,0.0077,0.0,0.0,0.0077,0.0038,0.0,0.0038,0.0,0.0154,0.0,0.0038,0.0,0.0038,0.0,0.0077,0.0038,0.0115,0.0,0.0038,0.0,0.0,0.0,0.0,0.0077,0.0,0.0038,0.0038,0.0038,0.0077,0.0038,0.0038,0.0,0.0077,0.0038,0.0,0.0038,0.0077,0.0038,0.0038,0.0,0.0038,0.0077,0.0,0.0,0.0,0.0077,0.0038,0.0038,0.0,0.0038,0.0,0.0038,0.0038,0.0,0.0115,0.0,0.0038,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,0.0038,0.0038,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0038,0.0038,0.0038,0.0,0.0
gi|685957549|gb|KGB33640.1|,1.137,7.9563,0.2324,32.0900312012,207,72001.58,208,0.870,4.5242,4,0.728,0.945,0.095,0.315,6.2402,73340,0,1.306,0.780,2,1.5601,38,0.918,5.6162,1.5601,51.9501,48.6739,48.0499,9.9376,0.0296,1.019,4.9922,2.4899,1.3666,5.6162,1.248,0.2621,0.853,7.3323,0.3198,23.2449,0,0.969,6.3963,-0.250702028081,-1.3533,5.1482,0.613,0.0016,0.0062,0.0047,0.0031,0.0078,0.0062,0.0016,0.0047,0.0047,0.0,0.0047,0.0047,0.0016,0.0031,0.0,0.0031,0.0062,0.0062,0.0016,0.0047,0.0,0.0016,0.0031,0.0031,0.0031,0.0,0.0016,0.0062,0.0,0.0047,0.0047,0.0,0.0047,0.0031,0.0047,0.0,0.0094,0.0031,0.0,0.0031,0.0062,0.0016,0.0047,0.0047,0.0016,0.0078,0.0016,0.0016,0.0031,0.0078,0.0047,0.0031,0.0047,0.0016,0.0016,0.0047,0.0,0.0,0.0,0.0,0.0016,0.0,0.0016,0.0062,0.0031,0.0,0.0094,0.0031,0.0062,0.0062,0.0031,0.0,0.0016,0.0062,0.0016,0.0047,0.0078,0.0016,0.0016,0.0,0.0031,0.0,0.0016,0.0,0.0078,0.0,0.0031,0.0047,0.0078,0.0047,0.0,0.0031,0.0,0.0031,0.0047,0.0016,0.0,0.0016,0.0,0.0,0.0031,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.0
